,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,main_artist,song_name
307,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,7oDd86yk8itslrA9HRP2ki,232857,4,Internet Money,Lemonade
308,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947,4,Cardi B,Up
309,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,2QjOHCTQ1Jl3zawyYOpxh6,240400,4,Gym Class Heroes,Cupid's Chokehold / Breakfast in America
310,0.843,0.644,8,-7.33,1,0.0693,0.0251,0.0103,0.092,0.411,104.985,0AtZRrAMpCmGJrvUpbeWvG,219877,4,Tiësto,The Business
311,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0yLdNVWF3Srea0uzk55zFn,200455,4,Arem Ozguc,Hush Hush
312,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4LRPiXqCikLlN15c3yImP7,167303,4,Disco Lines,Baby Girl
313,0.74,0.758,1,-5.851,0,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,73RbfOTJIjHzi2pcVHjeHM,189825,4,MØRFI,Leave Before You Love Me
314,0.707,0.934,0,-5.911,1,0.0395,0.0967,0.207,0.085,0.546,135.99,1WumDA51R5dHvmRVhmoP6t,191166,4,Kali Uchis,telepatía
315,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,5WxVXxCMRnvxUKFq40ELwq,272373,4,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)"
316,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,0LOo3MYjiSzIOLjSd9wZUw,244804,4,Ariana Grande,motive (with Doja Cat)
317,0.298,0.729,0,-4.498,0,0.1,0.219,0.0,0.222,0.351,207.844,3FLtWk8DRjMimRt84JJJOF,159231,4,SZA,Good Days
318,0.641,0.53,5,-7.0,0,0.0489,0.213,0.296,0.145,0.154,137.035,43XLGvvItKyClvRFhN9UOE,140303,4,Pop Smoke,What You Know Bout Love
319,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,0WtM2NBVQNNJLh6scP13H8,239318,4,ASTELLE,K Boy Bye
320,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,0DWdj2oZMBFSzRsi2Cvfzf,199440,4,Cardi B,WAP (feat. Megan Thee Stallion)
321,0.773,0.77,2,-6.252,0,0.132,0.108,0.000282,0.137,0.733,126.044,2baHEhQsSyEkkCrCtyhs76,112857,4,Jawsh 685,Savage Love (Laxed - Siren Beat)
322,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt,163026,4,Lil Nas X,HOLIDAY
323,0.835,0.609,8,-7.073,1,0.0535,0.262,0.000987,0.126,0.531,111.867,45Q8FBzKZSIG5KsIe7VabG,132525,4,Will Ryte,No Love
324,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,175238,4,The Kid LAROI,WITHOUT YOU
325,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,1Lo0QY9cvc8sUB2vnIOxDT,265493,4,DaBaby,ROCKSTAR (feat. Roddy Ricch)
326,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,3JvKfv6T31zO0ini8iNItO,244360,4,Will Ryte,Palm of My Hand
327,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,6UN73IYd0hZxLi8wFPMQij,139560,4,Ariana Grande,34+35
328,0.741,0.879,1,-5.225,0,0.0536,0.178,2.86e-06,0.0671,0.429,103.075,3vnmnrIuNrlNfrrrzZ69me,177520,4,S1mba,Rover (feat. DTG)
329,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,5odlY52u43F5BjByhxg7wg,209260,3,Ritt Momney,Put Your Records On
330,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4k6Uh1HXdhtusDW5y8Gbvy,232067,4,Pop Smoke,Mood Swings (feat. Lil Tjay)
331,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,1Hv1VTm8zeOeybub15mA2R,258693,4,Billie Eilish,Therefore I Am
332,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,0V3wPSX9ygBnCm8psDIegu,200690,4,Pop Smoke,For The Night (feat. Lil Baby & DaBaby)
333,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,5Y35SjAfXjjG0sFQ3KOxmm,180853,3,Claire Rosinkranz,Backyard Boy
334,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,27ZZdyTSQWI7Cug2d2PkqV,99283,4,ROSALÍA,TKN (feat. Travis Scott)
335,0.446,0.98,3,-6.336,0,0.507,0.023,1.95e-06,0.135,0.162,75.216,5DNdWiAS4z7ZXMmzJEHOzY,150400,4,Melanie Martinez,Play Date
336,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,1cKHdTo9u0ZymJdPGSh6nq,241067,4,Doja Cat,Freak
337,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4h9wh7iOZ0GGn8QVp4RAOB,148486,4,WILLOW,Wait a Minute!
338,0.73,0.81,1,-5.121,0,0.0353,0.0723,0.0212,0.293,0.633,128.016,779nxgE1KYu965I94KgpVq,155000,4,Quavo,FLIP THE SWITCH (feat. Drake)
339,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,0JXXNGljqupsJaZsgSbMZV,195373,4,StaySolidRocky,Party Girl
340,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4C6Uex2ILwJi9sZXRdmqXp,170977,4,Beyoncé,BREAK MY SOUL
341,0.729,0.62,9,-4.811,0,0.034,0.457,5.33e-06,0.158,0.373,121.037,0CndCU5436CjNotHgwtnzp,172562,4,Young T & Bugsey,Don't Rush (feat. Headie One)
342,0.62,0.62,1,-6.322,0,0.0375,0.0388,0.000213,0.129,0.459,144.835,71mHO4fFmS2Xu5XxZbcRND,148751,4,THE SCOTTS,THE SCOTTS
343,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,78Sw5GDo6AlGwTwanjXbGh,242485,4,SAYGRACE,Boys Ain't Shit
344,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,1bDbXMyjaUIooNwFE9wn0N,239360,3,Doja Cat,Boss Bitch
345,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,1PckUlxKqWQs3RlWXVBLw3,191822,4,Taylor Swift,Love Story (Taylor’s Version)
346,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,1xK59OXxi2TAAAbmZK0kBL,132631,4,Saweetie,Tap In
347,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,1xzi1Jcr7mEi9K2RfzLOqS,225389,4,Jt5k,Don't Let Go
348,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,02MWAaffLxlfxAUY7c5dvx,238805,4,Megan Thee Stallion,Savage
349,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,07MDkzWARZaLEdKxo6yArG,162680,4,Lil Mosey,Blueberry Faygo
350,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,5HCyWlXZPP0y6Gqq8TgA20,141806,4,Dua Lipa,Break My Heart
351,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,1r9xUipOqoNwggBpENDsvJ,173381,4,Vicetone,Astronomia
352,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,6xGruZOHLs39ZbVccQTuPZ,233456,3,Roddy Ricch,The Box
353,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,54ipXppHLA8U4yqpOFTUhr,165265,4,BENEE,Supalonely
354,0.645,0.857,9,-6.67,1,0.0426,0.518,0.00465,0.113,0.134,99.998,20EJtity8DbJwFTYZ9Vrma,114000,4,Drake,Toosie Slide
355,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,0T5iIrXA4p5GsubkhuBIKV,177720,3,Dua Lipa,Don't Start Now
356,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,1rDQ4oMwGJI7B4tovsBOxc,173948,4,Marshmello,Be Kind (with Halsey)
357,0.676,0.573,0,-8.53,1,0.15,0.24,0.0,0.313,0.174,103.951,0jx8H4rFYE5MHWSXxi4qd8,199615,4,Justin Bieber,Intentions (feat. Quavo)
358,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,58HvfVOeJY7lUuCqF0m3ly,184448,3,Future,Life Is Good (feat. Drake)
359,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,7DbdUf8aHSYoliSjO6LZv6,196784,4,Jack Harlow,WHATS POPPIN
360,0.862,0.719,10,-6.859,0,0.0843,0.0512,0.0279,0.202,0.717,119.964,4rYkt5CKnr4MiXBtrBjywM,142000,4,Surfaces,Sunday Best
361,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,0l0CvurVUrr2w3Jj1hOVFc,213507,4,Doja Cat,Say So
362,0.796,0.599,1,-9.335,1,0.0942,0.184,0.0,0.143,0.659,95.08,1LuSmQmlWDCRj2uqJMogIX,93500,4,Justin Bieber,Boyfriend
363,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,3hxIUxnT27p5WcmjGUXNwx,164571,4,The Weeknd,In Your Eyes
364,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4fouWK6XVHhzl78KzQ1UjL,168602,4,Powfu,death bed (coffee for your head)
365,0.759,0.827,4,-5.855,0,0.0314,0.0423,0.026,0.274,0.843,125.004,3ezLpCn8tnn5OGqShUBuyl,158090,4,Breakbot,Baby I'm Yours
366,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,0yUaLqhsVsguBpoOPL4cO7,129362,4,DaBaby,BOP
367,0.658,0.803,0,-6.98,1,0.05,0.0807,2.76e-05,0.397,0.502,120.017,2B8zzwX1ck0CitF80Ni4Gt,226500,4,JACKBOYS,OUT WEST (feat. Young Thug)
368,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4FyesJzVpA39hbYvcseO2d,123891,4,DripReport,Skechers
369,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,58zsLZPvfflaiIbNWoA22O,200187,4,Arizona Zervas,ROXANNE
370,0.706,0.766,11,-6.654,1,0.0391,0.137,0.0,0.107,0.334,91.006,2vRFSkJHOudg2ejPgufbCi,101538,4,Bag Raiders,Shooting Stars
371,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,4nrPB8O7Y7wsOCJdgXkthe,218289,4,Blanco Brown,The Git Up
372,0.563,0.639,0,-8.205,1,0.0684,0.107,1.06e-05,0.446,0.518,169.985,0QPRDC97rIQB3Jh3hrVJoH,179551,4,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber)
373,0.6,0.568,11,-8.138,1,0.0429,0.144,0.0,0.274,0.177,90.119,4YqBTDdMUeWB8LEfMkEKT2,178667,4,blackbear,hot girl bummer
374,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,4cacyP5c3PMlfnyjpg13xW,146471,4,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version
375,0.912,0.507,2,-11.952,1,0.0587,0.579,0.0,0.167,0.725,134.978,3RKjTYlQrtLXCq5ncswBPp,115556,4,Halsey,Without Me
376,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,3IAfUEeaXRX9s9UdKOJrFI,193806,4,Peachy!,Falling for U
377,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,21jGcNKet2qwijlDFuPiPb,215280,4,CPX,Demons
378,0.657,0.869,8,-4.843,0,0.0759,0.0874,6.01e-05,0.102,0.698,104.959,7lILHlOvIjJ3MSFbuoLblW,198000,4,Tame Impala,The Less I Know The Better
379,0.709,0.917,8,-6.202,0,0.105,0.086,0.737,0.86,0.186,131.984,2sru5unW8B5KguId0rGVA0,156501,4,Ruth B.,Dandelions
380,0.782,0.844,0,-5.705,1,0.0991,0.0886,0.0,0.304,0.633,114.957,4RG0VMPOZhil3rdqEEoV95,120000,4,Drake,Jimmy Cooks (feat. 21 Savage)
381,0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,0FA4wrjDJvJTTU8AepZTup,163139,4,Oceanside,Ghost
382,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,3AJwUDP919kvQ9QcozQPxg,266773,4,Sub Urban,INFERNO
383,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,27NovPIUIRrOZoCHxABJwK,212000,4,SEB,seaside_demo
384,0.65,0.896,7,-6.039,1,0.0688,0.00174,0.00241,0.23,0.313,119.928,0fhOxwnmDYlhN6ccDwI86G,157365,4,347aidan,Dancing in My Room
385,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,0QHEIqNKsMoOY5urbzN48u,134256,4,Jason Derulo,Take You Dancing
386,0.511,0.532,5,-5.745,1,0.0578,0.177,0.0,0.291,0.35,138.005,1kuGVB7EU95pJObxwvfwKS,219724,4,Olivia Rodrigo,vampire
387,0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,5RqSsdzTNPX1uzkmlHCFvK,172798,4,KAROL G,QLONA
388,0.483,0.408,5,-9.243,0,0.0502,0.508,0.0,0.259,0.105,88.88,3RaCGXCiiMufRPoexXxGkV,310491,3,Drake,Slime You Out (feat. SZA)
389,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,5mjYQaktjmjcMKcUIcqz4s,172965,4,Kenya Grace,Strangers
390,0.627,0.879,9,-3.446,1,0.0955,0.00193,6.87e-06,0.0647,0.748,129.979,3IX0yuEVvDbnqUwMBB3ouC,184784,4,Olivia Rodrigo,bad idea right?
391,0.668,0.712,5,-5.927,1,0.0381,0.369,2.13e-05,0.108,0.264,100.02,6XbtvPmIpyCbjuT0e8cQtp,186000,4,Quevedo,Columbia
392,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,3rUGC1vUpkDG9CZFHMur1t,131872,1,Tate McRae,greedy
393,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,2gyxAWHebV7xPYVxqoi86f,211141,4,Olivia Rodrigo,get him back!
394,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,5XeFesFbtLpXzIVDNQP22n,183956,4,Arctic Monkeys,I Wanna Be Yours
395,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947,4,SZA,Kill Bill
396,0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,5h1BN75CEh8wdSwE1xrbSe,187027,4,V,Slow Dancing
397,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4Dvkj6JhhA12EX05fT7y2e,167303,4,Harry Styles,As It Was
398,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,3xMHXmedL5Rvfxmiar9Ryv,200374,4,Anirudh Ravichander,Chaleya
399,0.916,0.583,1,-8.067,1,0.241,0.186,0.0,0.0798,0.661,141.095,2FDTHlrBguDzQkp7PVj16Q,226383,4,Dave,Sprinter
400,0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,59NraMJsLaMCVtwXTSia8i,132359,4,cassö,Prada
401,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,4DHcnVTT87F0zZhRPYmZ3B,200455,4,Miley Cyrus,Flowers
402,0.535,0.395,10,-7.805,1,0.0634,0.597,6.78e-05,0.0969,0.488,157.795,25OeKzcqakFPaJlXHPE5lm,186456,3,Carin Leon,Primera Cita
403,0.859,0.658,11,-4.79,1,0.159,0.145,0.0,0.12,0.672,100.065,6XSqqQIy7Lm7SnwxS4NrGx,195987,4,Feid,Classy 101
404,0.43,0.692,6,-4.234,1,0.0429,0.254,4.17e-06,0.148,0.401,156.261,34sOdxWu9FljH84UXdRwu1,165834,4,Olivia Rodrigo,all-american bitch
405,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,5sdQOyqq2IDhvmx2lHOpwd,154667,4,NewJeans,Super Shy
406,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,7MXVkk9YMctZqd1Srtv4MB,230453,4,The Weeknd,Starboy
407,0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029,6WzRpISELf3YglGAh7TXcG,215467,4,The Weeknd,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series
408,0.571,0.72,9,-4.089,1,0.0458,0.213,0.0,0.271,0.542,83.827,2yzshFeBIwH8tWIqHEFLeD,194563,4,Grupo Frontera,un x100to
409,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,2UW7JaomAMuX9pZrjVpHAU,234353,4,Yng Lvcas,La Bebe - Remix
410,0.831,0.759,1,-3.627,0,0.0502,0.277,0.0,0.125,0.244,107.961,6irysuQyZWd7Bjj7ePiOs2,231693,4,Jhayco,Holanda
411,0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,4lIxdJw6W3Fg4vUIYCB0S5,231000,4,Taylor Swift,Style
412,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,1p80LdxRV74UKvL8gnD7ky,231827,4,Taylor Swift,Blank Space
413,0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,5PUXKVVVQ74C3gl5vKy9Li,194857,4,Jasleen Royal,Heeriye (feat. Arijit Singh)
414,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,3qQbCzHBycnDpGskqOWY0E,165671,3,Eslabon Armado,Ella Baila Sola
415,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,2LBqCSwhJGcFQeTHMVGwy3,260253,4,The Weeknd,Die For You
416,0.634,0.725,5,-4.945,0,0.0587,0.0776,0.0,0.211,0.795,159.845,54zcJnb3tp9c5OVKREZ1Is,154375,4,KAROL G,MI EX TENÍA RAZÓN
417,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,3w3y8KPTfNeOKPiqUTakBh,233478,4,Bruno Mars,Locked out of Heaven
418,0.799,0.802,11,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,1s7oOCT8vauUh01PbJD6ps,239318,4,Rema,Calm Down (with Selena Gomez)
419,0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,23RoR84KodL5HWvUTneQ1w,231545,4,Peggy Gou,(It Goes Like) Nanana - Edit
420,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,0V3wPSX9ygBnCm8psDIegu,200690,4,Taylor Swift,Anti-Hero
421,0.548,0.307,10,-9.214,1,0.0781,0.916,0.0,0.0828,0.317,127.923,3Nl5OkkmS5DaBZvuYofpAt,189386,4,Olivia Rodrigo,the grudge
422,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3WMj8moIAXJhHsyLaqIIHI,228013,3,Zach Bryan,Something in the Orange
423,0.537,0.413,7,-7.736,1,0.0319,0.346,0.0,0.12,0.226,133.21,5CscrLqFBgPfZR8fGtikov,198867,4,Olivia Rodrigo,making the bed
424,0.455,0.379,3,-7.628,1,0.0341,0.803,0.0,0.109,0.413,76.967,6QT6j7rKt7Vk3IuV2AUO9W,177212,4,Olivia Rodrigo,lacy
425,0.385,0.873,1,-3.331,1,0.069,0.0557,0.0,0.353,0.469,120.393,5sp71CUt0jXRNqHblPGp7b,203369,4,Olivia Rodrigo,ballad of a homeschooled girl
426,0.499,0.246,7,-8.082,1,0.0345,0.853,0.0,0.1,0.153,81.051,53dtP2iUMvaF28JZcHnFuU,231907,4,Olivia Rodrigo,logical
427,0.52,0.831,9,-3.432,1,0.0968,0.00261,0.0,0.156,0.677,160.035,26QLJMK8G0M06sk7h7Fkse,154517,4,Olivia Rodrigo,love is embarrassing
428,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,0bILU0UiNDmA5Ff6whhb2R,178723,4,Bailey Zimmerman,Religiously
429,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,68Dni7IE4VyPkTOH9mRWHr,292799,4,J. Cole,No Role Modelz
430,0.732,0.839,9,-5.007,1,0.0345,0.265,0.0,0.602,0.629,119.724,5W4kiM2cUYBJXKRudNyxjW,157478,4,Morgan Wallen,You Proof
431,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,3xKsf9qdS1CyvXSMEid6g8,184516,3,Frank Ocean,Pink + White
432,0.554,0.854,2,-4.338,1,0.0561,0.00394,1.78e-06,0.0798,0.594,123.926,6W9l02gRsXVxzIuQC1oc1X,199422,4,Olivia Rodrigo,pretty isn’t pretty
433,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,3F5CgOj3wFlRv51JsHbxhe,218365,4,Drake,Jimmy Cooks (feat. 21 Savage)
434,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,2QjOHCTQ1Jl3zawyYOpxh6,240400,4,The Neighbourhood,Sweater Weather
435,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,3hxIUxnT27p5WcmjGUXNwx,164571,4,Hotel Ugly,Shut up My Moms Calling
436,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3cBsEDNhFI9E82vPj3kvi3,178520,3,Morgan Wallen,Wasted On You
437,0.642,0.706,7,-6.872,0,0.052,0.518,0.0,0.25,0.896,136.851,0JmnkIqdlnUzPaf8sqBRs3,187723,4,Kali Uchis,Moonlight
438,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,2J6OF7CkpdQGSfm1wdclqn,110129,3,Brent Faiyaz,Clouded
439,0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,4YQImHflXSiIMXntcwPkx8,175099,4,Cardi B,Bongos (feat. Megan Thee Stallion)
440,0.574,0.935,1,-2.783,1,0.0926,0.112,1.07e-06,0.367,0.836,166.008,7ovUcF5uHTBRzUpB6ZOmvt,213234,4,YOASOBI,アイドル
441,0.566,0.85,6,-4.431,0,0.0599,0.0663,0.0,0.319,0.722,117.048,0GWNtMohuYUEHVZ40tcnHF,238987,4,King Gnu,SPECIALZ
442,0.616,0.975,10,-0.425,0,0.208,0.172,1.62e-06,0.143,0.742,132.054,1rDgAHDX95RmylxjgVW9tN,189773,4,Ado,Show
443,0.479,0.898,1,-4.809,1,0.169,0.0134,0.0,0.297,0.639,151.99,12usPU2WnqgCHAW1EK2dfd,196467,4,Tatsuya Kitani,青のすみか
444,0.425,0.939,2,-3.498,1,0.054,0.00361,0.0,0.331,0.638,150.015,10zz9RZt9DnqcxNWksRNrx,224806,4,Vaundy,怪獣の花唄
445,0.485,0.946,6,-3.721,0,0.11,0.0068,0.0,0.289,0.621,130.059,5m21ZR5lO6U0tp9KENxuCc,251333,4,MY FIRST STORY,I'm a mess
446,0.671,0.758,7,-3.793,1,0.0474,0.0604,0.0,0.332,0.537,117.51,170XOP1T4MvY9TLTgPw07D,263107,4,Mrs. GREEN APPLE,Magic
447,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,4NaaF28BeO9WzjDrSS71Nz,203150,4,Mrs. GREEN APPLE,ダンスホール
448,0.497,0.649,2,-4.76,1,0.0325,0.117,0.0,0.17,0.317,146.056,5i8lwhzx9FyilInJWa5lhn,237740,4,shy taupe,rendez-vous
449,0.901,0.714,10,-3.918,1,0.125,0.246,0.0,0.0529,0.52,100.011,6twDMJoG8tzwL21LQ3EEtA,207053,4,BE:FIRST,Mainstream
450,0.31,0.891,4,-1.66,1,0.0469,0.00157,0.0,0.284,0.748,184.886,5BC6kr6etk2Y9J62AyI4i3,270027,4,Mrs. GREEN APPLE,青と夏
451,0.545,0.913,1,-3.565,1,0.0298,0.0107,0.00029,0.245,0.747,98.047,1H3qOzheTPhE7aVvJOWfvA,211920,4,SPITZ,美しい鰭
452,0.649,0.683,6,-6.49,1,0.0424,0.0313,0.0,0.118,0.381,130.0,4zrKPIygugUDKGFEjVwpSB,305509,4,OFFICIAL HIGE DANDISM,Subtitle
453,0.544,0.93,7,-1.974,1,0.0648,0.423,0.0,0.26,0.311,143.057,6SwATVDZUy3jha72jDyxe2,228920,4,Ryokuoushoku Shakai,サマータイムシンデレラ
454,0.812,0.64,1,-8.034,1,0.0564,0.0875,0.0,0.396,0.893,116.992,4ayU74yaWEgHHpaf1WJ313,151016,4,音田 雅則,fake face dance music
455,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,3wJHCry960drNlAUGrJLmz,198971,4,ヨルシカ,ただ君に晴れ
456,0.756,0.578,6,-4.575,0,0.0327,0.0306,0.0,0.0534,0.677,115.004,0teqQ0PYqVDyyXJuPOyMhu,272227,4,Mrs. GREEN APPLE,ケセラセラ
457,0.645,0.72,5,-4.515,1,0.0355,0.27,0.0,0.277,0.634,127.052,7jtXjZ3JViUo9M3ogYAapO,239107,4,Soushi Sakiyama,燈
458,0.502,0.632,0,-4.612,1,0.0273,0.447,0.0,0.103,0.308,152.014,1sIIlVrnPhrvmTrHtzM7tV,307067,4,Mrs. GREEN APPLE,点描の唄
459,0.642,0.289,10,-11.86,1,0.0472,0.763,0.0,0.0856,0.282,78.004,6x7SB38tuekpu4xpH9OIPY,273438,4,Kenshi Yonezu,地球儀 - Spinning Globe
460,0.812,0.749,10,-6.389,0,0.0397,0.108,0.0,0.0599,0.841,134.971,56v8WEnGzLByGsDAXDiv4d,151373,4,NewJeans,ETA
461,0.563,0.645,1,-4.53,1,0.0457,0.00845,8.06e-05,0.295,0.476,135.022,7gUuCeZLFynSj28GCjoiGG,237400,4,Conton Candy,ファジーネーブル
462,0.546,0.643,0,-6.647,0,0.0559,0.607,0.00087,0.155,0.431,94.851,5fhQl8OA678cElLUhnM9oE,217818,4,King Gnu,硝子窓
